ID,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth
1176,2013-09-22,50,2,6,4,3,1,9,1,1,0,2,8
1627,2013-01-26,84,408,61,109,48,122,41,1,5,7,9,4
938,2013-07-30,30,51,1,7,2,1,25,2,2,1,2,8
2740,2013-09-22,81,62,1,16,3,2,6,4,2,1,4,5
257,2013-04-28,74,952,12,180,47,12,12,2,5,4,9,3
4058,2013-10-12,76,618,15,106,20,7,45,1,11,2,8,6
7736,2012-10-22,36,11,7,12,2,2,27,2,2,1,2,5
8210,2013-08-15,64,318,3,17,4,7,56,5,4,1,8,4
833,2014-03-30,62,56,0,14,0,0,2,3,3,0,3,7
6230,2013-02-15,53,110,5,59,7,1,7,5,5,0,4,8
7325,2013-06-29,86,23,0,11,2,1,3,1,1,0,3,5
1307,2014-02-09,15,27,5,8,8,3,12,3,3,0,4,4
1502,2013-03-21,67,18,3,19,3,3,6,2,2,0,3,8
6211,2014-05-02,47,18,0,9,0,1,11,1,1,0,3,6
843,2014-05-26,47,303,0,280,60,147,15,4,8,2,11,6
4174,2014-04-17,81,97,1,19,2,0,11,1,2,1,4,3
9757,2013-10-04,98,997,15,414,99,30,76,1,5,6,12,2
6918,2013-07-04,56,5,4,13,8,0,4,1,1,0,3,8
286,2013-11-29,48,95,11,35,0,4,7,4,2,1,5,6
11086,2014-01-18,18,1,6,2,3,6,3,1,1,0,3,7
1921,2013-10-03,74,46,1,12,3,0,9,2,2,0,3,4
4138,2014-05-24,68,411,106,147,54,115,66,1,5,10,7,1
7718,2014-04-20,36,244,51,270,101,0,45,1,1,3,5,1
1291,2012-08-04,90,152,9,121,12,12,45,4,6,2,4,8
6862,2014-05-18,65,1,1,3,1,1,1,15,0,0,0,20
4136,2012-12-03,63,10,17,18,8,26,40,4,3,2,2,9
803,2013-04-05,82,12,0,5,0,0,4,1,0,1,2,5
4298,2014-03-24,63,5,0,4,0,0,1,1,1,0,2,8
10833,2014-05-24,55,790,19,133,12,0,19,3,8,3,13,6
9606,2013-08-27,64,882,29,514,38,29,44,1,4,2,6,3
8534,2013-07-16,51,615,28,259,12,48,30,4,6,5,13,4
5153,2013-02-22,97,1004,59,265,115,59,27,2,11,10,11,6
961,2013-09-12,92,133,27,421,13,195,71,2,7,3,5,4
5011,2013-10-18,51,595,23,123,10,23,154,2,8,9,4,6
6653,2012-07-30,72,293,0,87,4,11,23,4,7,2,5,7
9094,2012-08-03,39,313,15,47,20,0,192,2,7,4,3,6
810,2014-05-12,49,151,81,86,168,91,64,2,4,2,11,2
5493,2014-03-19,21,15,0,2,0,0,6,1,1,0,2,6
2147,2013-08-16,91,736,63,946,219,189,126,1,4,7,11,2
5107,2014-05-19,37,15,0,8,4,2,20,2,1,1,2,5
3979,2013-05-22,98,982,17,672,23,34,51,1,6,2,8,2
6049,2013-12-05,85,1142,51,415,90,69,37,1,7,8,11,3
8147,2013-07-06,40,28,0,11,0,0,9,3,2,0,3,8
1857,2014-03-06,2,46,0,12,0,2,23,2,2,1,2,7
3910,2013-10-08,78,897,161,430,186,161,27,0,4,7,6,1
5207,2012-09-24,41,489,6,152,8,6,132,10,9,4,6,8
11114,2013-02-08,94,25,4,9,6,8,32,3,2,1,3,7
5429,2013-08-20,10,145,1,33,2,1,1,1,4,1,4,6
9400,2014-06-21,73,630,26,611,44,18,54,1,6,6,6,2
1740,2014-04-07,22,760,38,104,50,9,38,2,7,3,4,4
7488,2013-01-22,30,420,15,186,151,38,15,3,5,3,13,3
195,2012-08-26,21,125,17,52,3,19,30,4,5,1,4,8
635,2013-03-19,51,464,5,64,7,0,70,8,9,1,7,8
7527,2012-11-21,97,6,6,29,12,15,8,3,2,1,3,8
10319,2013-02-26,56,1090,12,96,16,12,60,4,3,4,11,8
2296,2013-12-16,4,3,2,11,2,2,10,1,1,0,2,6
10637,2013-01-01,77,24,0,27,8,30,10,2,3,0,3,7
2931,2012-09-21,95,737,21,106,55,63,210,0,6,7,9,3
907,2013-11-29,36,254,6,71,4,0,27,5,5,1,7,5
3698,2012-08-09,13,817,185,687,145,55,241,1,4,6,8,2
9516,2012-08-18,90,620,54,239,99,98,119,2,9,7,10,7
679,2012-09-20,49,13,4,20,0,0,1,2,1,0,3,9
7384,2013-07-21,18,113,61,204,34,26,47,2,7,1,7,8
5043,2012-11-05,89,7,23,78,133,49,144,2,4,2,5,7
5267,2013-03-14,43,16,2,18,2,1,5,1,1,0,3,7
339,2012-11-23,82,462,0,24,6,0,4,2,9,2,5,7
2516,2013-06-08,84,22,2,10,6,4,34,2,1,2,2,4
9010,2013-02-10,80,968,147,842,137,42,210,1,5,7,10,2
378,2012-12-30,68,283,112,151,51,72,125,2,7,2,10,6
4808,2013-09-05,12,1,2,5,6,0,3,1,1,0,2,7
5068,2013-07-31,75,14,1,7,2,1,1,1,2,0,2,9
7628,2014-03-18,10,30,5,24,6,3,8,2,2,0,4,5
7128,2013-12-07,91,4,0,5,0,1,5,1,1,0,2,7
2811,2014-04-12,21,52,0,9,0,0,1,2,1,0,4,4
3551,2014-03-29,28,62,1,57,19,11,48,2,2,1,5,2
1663,2013-10-25,97,20,2,14,3,0,10,1,2,0,2,9
5543,2013-06-24,49,545,7,114,37,21,78,5,7,2,11,5
1577,2014-02-19,14,558,79,622,207,175,95,1,4,6,4,1
10641,2012-12-27,5,6,5,4,13,4,25,4,2,1,3,6
5336,2013-06-04,37,39,1,9,2,0,8,0,1,0,1,1
6024,2013-03-04,62,1111,24,790,160,45,172,0,5,8,5,2
1878,2014-02-18,83,4,6,8,6,3,10,1,2,0,3,7
3099,2013-02-25,48,183,5,65,3,5,49,5,5,2,4,9
6055,2012-11-01,94,546,72,376,94,145,72,1,5,5,8,3
5841,2013-06-28,61,606,7,155,10,0,54,5,10,3,8,7
3972,2013-04-03,70,266,6,51,8,6,64,6,7,1,5,8
4394,2014-05-23,43,1142,29,249,38,29,14,1,5,5,12,2
5758,2014-01-14,23,1074,0,69,0,0,46,1,10,4,13,6
6658,2013-07-22,37,771,51,154,54,10,154,7,11,2,12,6
4603,2014-01-31,50,371,32,189,0,58,6,2,5,4,10,4
8427,2012-11-23,78,556,14,717,210,0,43,1,7,5,10,4
10260,2013-08-26,74,202,5,74,11,5,14,3,6,1,5,7
7143,2013-11-06,14,209,162,209,41,162,37,5,4,7,10,2
8789,2014-01-11,77,35,40,111,36,40,12,3,3,1,7,4
6197,2013-04-20,39,37,0,17,0,0,3,3,3,0,3,9
4554,2013-10-01,89,171,45,73,59,10,90,4,3,2,8,4
4937,2014-06-10,62,12,2,20,3,2,5,1,1,0,3,7
1920,2013-07-29,59,44,4,21,6,0,27,2,3,0,3,7
8749,2014-02-01,68,20,2,9,4,6,20,1,1,1,2,4
1650,2013-04-22,13,779,86,537,34,69,138,1,5,9,12,3
10377,2013-06-06,37,170,6,97,24,12,88,3,6,1,5,6
9206,2014-01-07,36,491,48,231,112,105,134,2,5,7,12,1
10971,2012-09-03,28,173,8,107,7,2,176,4,7,2,3,9
6398,2014-03-29,2,7,10,13,16,0,4,2,3,0,3,8
9212,2013-02-14,17,1205,0,235,19,14,205,6,6,3,13,7
7937,2014-04-18,86,10,7,25,6,3,7,1,3,0,3,7
839,2013-09-25,54,97,4,44,6,1,18,1,3,1,4,5
4246,2013-12-12,2,67,11,26,4,3,262,0,1,0,1,17
158,2013-11-17,3,345,53,528,98,75,97,1,8,3,5,4
4832,2014-03-07,84,6,5,17,3,24,46,2,2,2,2,7
5621,2012-12-12,8,73,57,100,71,15,0,5,6,1,5,9
1945,2013-09-18,4,711,36,217,172,96,168,3,7,4,7,4
5147,2013-07-29,57,774,70,118,182,187,93,1,4,9,13,1
2535,2012-08-18,24,163,0,480,0,126,75,1,6,5,8,9
11039,2013-09-17,51,82,33,54,71,30,41,2,5,2,4,5
9495,2013-05-08,29,358,108,413,141,97,32,1,2,8,6,1
9635,2014-04-20,13,66,2,40,4,3,14,1,3,1,3,6
2173,2013-10-16,23,13,6,7,0,3,3,1,1,0,3,6
942,2012-08-08,36,139,13,78,20,13,36,3,7,1,3,9
9386,2014-05-29,88,274,0,21,4,6,15,1,5,1,6,6
5510,2012-11-21,2,262,6,61,0,10,102,3,5,2,6,5
873,2012-10-01,3,1099,0,45,0,0,34,11,3,4,10,8
2253,2013-02-16,15,32,0,8,23,4,18,1,1,0,4,6
5181,2013-03-20,58,2,4,2,0,11,5,1,1,0,2,9
979,2013-02-20,11,6,10,21,19,14,42,2,2,1,3,6
10390,2013-02-10,27,6,7,4,3,4,6,1,1,0,3,6
4698,2013-06-20,32,135,46,92,65,61,11,2,5,2,7,5
7793,2013-08-31,12,641,7,84,0,30,38,3,10,4,7,6
1745,2013-05-03,88,714,76,395,116,0,12,1,4,6,9,1
10590,2013-03-30,91,794,73,573,0,29,14,1,4,8,10,2
5080,2013-10-21,12,420,0,452,182,64,140,1,6,6,4,2
8369,2012-11-08,21,1,2,7,4,3,11,1,0,1,2,8
5232,2014-01-27,23,86,12,75,33,15,6,1,4,1,5,4
2407,2012-11-09,10,823,25,459,124,29,95,1,6,6,7,4
3834,2013-03-17,35,231,161,215,171,30,53,2,8,2,11,5
7912,2013-04-22,69,8,15,27,0,20,33,2,3,1,2,8
7712,2014-04-28,68,182,17,259,77,70,29,1,6,2,10,4
1065,2013-12-29,85,557,129,984,193,37,18,1,5,8,5,2
7275,2013-10-04,34,79,1,31,4,4,12,3,2,1,4,6
1343,2012-09-26,55,368,24,68,38,0,88,6,8,2,6,7
1384,2013-11-23,10,6,4,14,8,8,22,2,2,1,2,8
9967,2013-05-30,30,160,15,196,15,11,50,8,6,1,7,8
6181,2012-07-31,36,488,21,238,56,108,28,1,8,7,11,6
10507,2013-07-25,14,691,7,69,0,7,23,4,2,2,7,8
2674,2012-09-04,79,543,10,205,160,143,82,1,6,3,6,3
2698,2013-11-07,52,254,7,108,20,0,26,3,6,3,5,6
3231,2013-11-25,97,5,4,10,2,2,7,1,1,0,3,8
4096,2013-12-26,24,112,19,21,16,14,5,3,4,1,4,7
10476,2014-05-13,0,134,11,59,15,2,30,1,3,2,5,2
5948,2014-04-29,96,143,6,52,11,8,17,2,4,1,5,5
9140,2013-12-25,89,51,4,24,4,7,1,2,2,0,4,6
10258,2013-05-06,94,27,0,5,0,0,3,2,1,0,3,8
5675,2012-10-04,98,459,0,24,6,0,4,6,4,5,7,6
4743,2013-03-03,72,689,8,167,11,8,88,5,8,4,11,6
8805,2012-12-02,1,283,10,38,0,13,27,4,7,2,4,8
1542,2013-12-30,26,347,0,35,4,3,7,6,4,2,8,5
6770,2013-08-20,5,5,13,14,0,5,31,2,2,1,2,6
8773,2013-06-25,22,280,0,18,0,0,24,3,5,1,6,7
10475,2013-04-01,39,187,5,65,26,20,14,2,4,2,6,5
10420,2014-05-05,56,95,14,64,2,9,38,1,4,2,3,7
7514,2013-07-03,74,84,10,34,11,10,28,4,3,1,4,6
2902,2012-09-03,87,19,4,12,2,2,6,1,1,0,3,5
4345,2014-01-12,49,5,1,9,2,0,4,1,1,0,2,7
793,2012-10-06,24,18,3,17,3,0,4,1,2,0,3,9
10909,2014-01-15,9,992,24,694,51,19,119,0,5,10,5,1
3769,2014-03-02,17,25,1,13,0,0,3,1,1,0,3,7
8702,2013-08-20,10,9,1,7,0,3,2,2,1,0,3,7
4791,2012-12-16,35,19,1,17,2,0,2,1,1,0,3,8
2963,2014-05-02,56,709,93,374,104,80,80,1,8,6,6,3
8216,2013-10-11,7,158,0,76,13,7,71,6,4,4,3,5
8140,2013-10-03,51,10,14,29,4,2,36,3,2,1,4,4
10146,2014-03-02,17,25,1,13,0,0,3,1,1,0,3,7
5289,2012-11-09,30,8,4,12,15,4,29,2,1,1,2,4
2587,2014-05-15,21,14,0,6,0,0,0,2,2,0,3,5
4405,2013-07-30,2,622,7,115,30,0,15,2,6,3,12,5
8663,2014-05-22,85,11,0,3,0,0,1,1,1,0,2,6
2589,2014-02-07,65,25,3,16,8,5,2,2,2,1,3,6
3421,2013-04-21,64,635,15,100,20,7,131,1,9,3,9,6
10490,2012-12-10,11,100,64,79,65,0,109,2,6,2,4,7
4094,2012-08-25,92,201,2,43,3,5,35,4,5,1,5,6
9958,2014-03-29,54,642,14,49,0,7,57,1,9,2,9,5
2534,2014-04-21,4,97,1,41,6,2,41,2,4,1,3,7
4188,2012-08-13,53,204,5,39,17,0,89,3,5,2,4,8
6613,2012-10-12,39,513,7,133,46,14,14,6,8,4,8,8
10827,2012-08-07,49,88,3,21,4,1,29,4,3,0,4,9
5491,2013-04-11,70,172,12,112,8,0,15,4,6,1,5,7
8402,2013-12-17,40,329,35,222,130,35,43,2,7,5,8,4
8783,2012-09-08,40,296,13,104,11,13,17,3,4,2,9,3
10010,2012-09-06,43,100,2,16,2,1,31,4,3,2,2,9
618,2012-09-28,17,422,7,238,69,46,15,1,7,2,12,4
9121,2013-05-20,40,1218,16,272,104,0,80,2,5,3,6,6
361,2014-02-18,84,5,1,7,2,1,4,1,1,0,2,7
4310,2014-01-22,25,507,93,520,242,40,26,1,5,10,5,1
2678,2013-02-13,62,52,12,50,4,36,55,3,5,0,3,9
6376,2013-06-10,83,191,56,139,51,8,100,4,4,3,8,4
524,2013-01-16,47,2,23,11,8,6,46,1,2,1,2,8
10341,2014-02-23,45,68,28,39,16,30,41,1,2,2,5,2
5654,2014-03-16,34,20,4,10,6,4,17,2,2,0,3,6
4098,2014-01-28,3,20,3,16,0,4,1,3,2,0,4,6
5824,2014-04-11,1,7,0,1,0,0,0,1,1,0,2,6
7000,2013-10-13,18,279,172,74,38,8,246,1,2,10,10,1
2561,2012-11-11,45,977,12,253,16,12,101,4,4,3,12,8
5229,2014-02-16,81,30,1,8,0,0,3,1,1,0,3,7
4086,2012-12-28,77,6,1,7,23,4,19,1,1,1,2,8
2428,2013-05-04,23,3,18,26,11,8,12,3,2,0,4,7
8254,2013-04-13,48,14,0,2,0,0,7,1,1,0,2,8
2836,2013-09-16,61,10,1,7,0,0,1,1,1,0,2,8
8418,2014-03-30,60,7,10,17,8,6,13,2,2,0,3,7
1362,2013-03-04,75,33,87,64,175,16,74,1,6,1,6,7
7152,2013-04-05,64,12,0,13,2,0,10,1,1,0,3,7
10033,2014-02-13,54,2,3,10,11,2,10,1,1,0,3,6
9349,2013-12-19,84,693,21,118,110,147,42,1,6,5,11,2
274,2013-12-23,75,9,3,15,2,3,2,2,2,0,3,6
3388,2013-10-30,16,129,26,67,3,67,2,5,6,1,5,7
922,2013-05-04,79,16,2,11,3,0,16,2,1,1,2,8
8588,2012-08-25,92,201,2,43,3,5,35,4,5,1,5,6
2518,2013-01-25,16,5,4,5,4,2,10,1,0,1,2,7
574,2014-04-23,96,14,36,11,3,26,35,1,1,1,4,2
3220,2013-02-14,30,29,12,59,19,1,36,2,3,0,4,8
5967,2013-07-18,60,26,2,19,10,5,8,3,2,1,3,8
1183,2013-09-21,11,9,1,4,3,2,3,1,1,0,2,6
6856,2012-09-03,75,14,0,23,4,5,19,3,3,0,3,9
4530,2012-10-24,36,972,19,595,180,26,138,3,3,7,10,3
1553,2013-09-27,71,966,168,672,246,105,126,1,7,5,10,4
4682,2013-10-15,88,99,27,102,28,48,6,1,2,2,8,1
8204,2012-12-16,93,482,35,553,72,160,17,1,4,4,9,2
5221,2012-12-01,93,714,8,99,11,0,47,4,10,7,5,8
1232,2013-10-25,54,587,54,348,71,54,130,1,4,4,8,2
1927,2014-03-23,41,399,27,159,58,8,39,4,4,4,5,2
5788,2013-02-17,46,56,10,92,19,7,25,3,3,2,4,5
6652,2014-06-09,28,227,151,573,98,54,31,1,3,4,9,1
6246,2013-11-13,40,703,102,601,0,58,43,1,3,11,8,1
5975,2013-09-30,82,37,0,17,0,0,3,1,2,0,3,7
6875,2012-08-28,38,167,13,180,86,13,70,2,7,3,5,8
4399,2014-06-25,3,458,81,356,106,50,40,1,4,4,7,2
4042,2012-10-13,87,91,3,52,2,1,31,3,4,0,4,8
2157,2013-01-12,49,15,8,16,11,5,22,4,2,0,4,6
10133,2014-02-12,16,1302,68,731,89,114,45,0,6,7,12,2
2525,2012-09-14,65,153,64,123,116,64,14,2,5,2,9,6
8233,2014-01-26,9,508,5,21,7,5,10,4,7,3,7,5
9483,2013-08-19,24,290,59,177,77,5,29,7,4,6,8,3
2945,2014-04-13,25,38,0,2,0,0,6,1,1,0,3,7
10403,2014-06-18,43,2,13,6,7,5,11,3,3,0,3,7
5074,2013-07-08,10,30,0,10,2,0,5,1,1,0,3,7
10524,2013-06-20,29,386,23,95,54,41,196,4,2,11,5,2
4690,2013-02-13,45,443,10,75,0,10,48,4,8,1,8,8
7521,2013-05-12,57,901,31,345,75,31,191,1,4,4,11,1
7196,2014-02-08,20,9,0,3,0,0,1,1,0,0,3,3
4406,2013-01-16,29,846,84,352,91,56,42,4,9,4,8,5
9672,2013-12-21,82,8,3,9,19,4,22,3,1,1,3,6
4864,2013-05-02,68,72,7,58,13,1,24,4,4,1,3,8
4706,2013-04-27,65,29,0,5,0,1,5,1,1,0,3,5
4070,2012-09-01,99,169,24,553,188,0,144,1,8,5,4,7
25,2012-11-16,9,460,35,422,33,12,153,2,6,6,7,4
3697,2013-02-12,20,69,8,26,12,7,12,2,3,0,4,7
217,2012-11-23,78,556,14,717,210,0,43,1,7,5,10,4
4220,2013-11-02,26,73,0,13,0,1,0,1,2,1,3,3
5286,2013-10-28,68,112,1,54,7,7,36,1,3,2,4,3
9559,2014-01-24,79,944,0,60,0,0,30,2,7,5,13,5
2849,2013-04-01,25,265,199,303,234,9,170,7,10,2,12,7
7787,2012-08-31,83,526,28,135,10,21,99,3,5,3,12,5
3102,2013-10-16,32,2,3,12,3,5,7,1,1,0,3,8
5868,2013-08-22,49,2,4,9,10,5,16,2,1,0,3,7
8370,2012-08-02,50,378,97,259,197,194,34,2,7,3,6,4
9988,2013-03-03,84,553,25,142,65,67,8,3,6,3,13,4
2939,2014-06-22,96,751,127,687,20,15,31,1,4,6,4,2
5529,2014-06-10,56,406,0,30,0,0,8,7,8,2,5,7
9743,2013-01-11,85,1449,89,161,69,35,107,2,11,8,8,6
5763,2013-11-10,63,123,17,171,39,0,30,5,6,2,5,6
3478,2013-06-24,17,267,42,309,55,42,21,10,7,4,9,5
7494,2013-01-21,11,209,0,40,3,2,15,4,6,1,4,8
1763,2013-07-27,62,1259,172,815,97,148,33,1,7,11,10,4
7250,2013-10-01,48,344,35,178,15,23,17,7,7,2,9,6
2005,2013-12-11,86,22,3,30,0,5,15,2,2,0,4,6
10770,2014-01-26,73,247,161,295,210,85,47,2,4,7,13,2
6885,2013-12-01,36,38,0,12,3,1,1,1,2,0,3,7
2072,2012-08-16,34,896,10,101,13,10,34,6,4,2,9,9
9463,2012-11-13,16,931,56,253,91,98,14,4,9,5,7,5
6318,2013-01-13,48,758,12,385,33,89,89,1,9,7,13,4
4093,2013-02-11,61,216,9,57,20,9,125,7,4,3,5,5
5751,2014-02-13,54,2,3,10,11,2,10,1,1,0,3,6
3340,2012-08-17,56,244,15,108,4,15,50,6,7,1,6,8
3594,2012-11-05,74,539,6,91,8,6,97,13,8,2,9,8
3584,2012-08-20,35,1181,26,120,17,13,39,2,5,10,5,8
3643,2014-03-20,65,750,8,125,11,8,26,1,4,3,6,2
851,2013-07-09,48,306,5,109,21,109,92,9,5,2,10,6
7706,2012-11-07,88,350,104,189,197,151,57,6,11,8,5,8
3967,2013-10-25,19,331,197,170,58,152,35,1,2,8,13,1
10128,2013-06-08,21,620,16,165,0,24,82,5,5,5,12,5
486,2014-02-02,27,434,137,400,45,137,45,1,3,4,10,1
9,2012-08-18,86,57,0,27,0,0,36,4,3,2,2,8
9451,2012-11-25,92,811,76,428,99,137,107,3,10,4,9,7
9264,2014-04-27,1,423,42,706,73,197,197,1,4,8,9,2
3865,2013-04-30,14,2,12,10,6,13,30,1,3,1,2,8
2853,2014-03-11,74,60,51,87,6,20,51,2,4,2,4,5
1490,2012-11-28,84,675,0,85,10,7,77,5,10,3,8,8
6310,2013-09-09,4,30,8,12,8,8,12,1,2,0,4,5
10380,2013-09-20,50,40,1,40,4,3,18,1,3,0,3,8
3887,2012-11-11,2,3,17,26,20,1,39,2,2,0,3,9
4278,2013-06-03,73,910,111,724,49,74,55,1,10,2,6,3
8643,2013-05-26,21,252,98,827,219,70,196,1,4,5,12,3
1998,2014-02-07,82,34,6,21,11,4,8,1,2,1,3,6
10795,2014-05-06,14,19,3,19,3,1,3,2,2,0,3,7
11110,2013-04-13,56,2,1,1,0,0,1,0,0,0,0,14
2408,2012-11-20,20,490,0,184,10,28,21,12,7,4,9,7
202,2014-04-05,54,332,194,377,149,125,57,0,4,6,7,1
7998,2012-12-11,77,53,8,17,13,0,21,3,2,2,2,7
830,2014-02-24,5,784,48,560,42,176,48,1,4,6,4,3
3536,2013-03-24,65,7,11,3,10,4,20,2,1,1,3,5
6050,2012-12-11,33,1171,43,219,19,14,47,4,6,3,13,9
125,2013-05-15,65,215,7,33,3,0,13,6,5,1,5,7
3463,2014-06-14,41,674,62,134,0,26,8,4,7,3,13,5
2804,2012-08-18,86,57,0,27,0,0,36,4,3,2,2,8
3745,2012-09-04,92,5,36,7,0,10,45,2,3,0,3,8
9771,2012-10-05,97,104,20,101,24,15,5,6,5,1,5,9
451,2013-12-20,91,9,0,7,2,0,4,1,1,1,2,8
10530,2013-12-07,0,431,82,441,80,20,102,1,3,6,6,1
1079,2012-10-16,59,1000,0,76,0,0,10,3,3,4,9,8
8920,2013-01-12,4,448,40,469,80,0,91,3,11,2,12,7
6678,2014-03-28,5,33,4,24,4,2,5,2,3,0,4,7
3852,2013-03-08,48,505,72,270,36,27,54,4,9,2,12,5
528,2012-11-29,99,267,38,701,149,165,63,1,5,4,10,3
73,2013-05-26,81,14,0,3,0,0,1,1,0,0,3,5
5589,2012-08-31,95,631,0,115,10,7,30,3,9,2,10,7
10212,2013-01-13,43,65,4,16,0,4,11,1,3,0,3,8
6365,2013-09-02,5,10,12,12,25,1,20,1,2,0,3,6
5636,2012-11-09,50,51,4,50,12,1,49,1,4,0,3,8
591,2013-01-20,76,293,35,179,46,59,65,2,8,3,7,7
2217,2013-03-29,46,11,1,2,2,1,6,1,0,0,3,6
2544,2013-10-12,68,50,1,27,6,7,1,1,1,1,4,1
7725,2014-03-08,33,173,26,255,35,71,81,1,4,4,7,1
8091,2012-09-02,50,423,184,368,13,97,21,1,6,4,6,5
7321,2014-05-23,85,292,30,415,63,33,200,1,4,5,4,2
5462,2012-08-12,63,757,80,217,29,80,11,5,9,6,12,6
7791,2013-09-15,89,12,1,6,0,1,5,2,1,0,3,7
955,2012-10-28,81,167,2,44,6,2,19,7,4,2,4,8
4037,2013-06-14,77,3,1,3,8,0,5,1,1,0,2,7
6642,2013-01-23,50,30,5,22,8,9,28,4,2,1,4,6
2793,2013-07-21,10,532,88,168,69,44,133,3,7,3,13,5
5424,2013-02-14,30,29,12,59,19,1,36,2,3,0,4,8
879,2013-11-04,66,411,0,26,0,0,21,6,7,1,7,7
9530,2012-11-01,16,5,3,4,4,1,0,1,1,0,2,8
4828,2014-06-18,12,71,99,278,185,121,38,1,5,10,5,1
10699,2014-06-16,30,46,0,40,3,0,3,2,3,0,3,8
1497,2013-01-19,8,268,11,88,15,3,22,2,6,3,5,5
7476,2012-12-02,93,928,63,254,0,12,12,4,5,4,10,4
4390,2014-04-15,14,459,15,171,142,23,31,2,5,4,12,2
10478,2012-09-27,53,483,0,108,0,6,36,5,11,1,6,9
1081,2013-03-27,26,733,9,180,12,19,66,11,6,3,5,4
4261,2012-11-24,23,1006,22,115,59,68,45,1,7,6,12,3
9916,2012-11-03,92,34,1,14,0,0,5,3,2,0,3,8
5350,2014-02-13,29,1156,120,915,94,144,96,1,3,4,10,1
8135,2013-10-28,41,7,4,23,7,0,11,1,1,0,3,7
8685,2012-08-17,56,244,15,108,4,15,50,6,7,1,6,8
4967,2013-03-29,19,233,0,23,0,0,12,4,5,1,5,8
2130,2014-03-23,4,35,3,67,10,8,24,1,3,1,3,6
9298,2014-04-28,89,1252,0,465,46,35,0,1,4,5,8,1
8175,2013-06-21,71,34,4,66,3,10,20,1,2,1,4,7
6257,2013-01-23,81,255,43,134,37,14,24,1,7,2,7,7
3790,2014-01-23,31,8,1,5,0,0,1,1,1,0,2,6
9952,2013-12-11,53,368,32,639,13,43,10,1,4,7,5,1
3503,2013-12-02,78,255,47,573,52,32,15,1,5,3,6,1
5223,2014-04-23,80,33,8,10,2,10,3,2,2,1,3,4
4608,2014-02-25,18,163,23,424,27,65,76,1,3,10,13,1
1626,2014-05-19,37,15,0,8,4,2,20,2,1,1,2,5
4764,2012-08-19,52,45,12,52,25,22,13,4,3,1,4,7
2471,2014-06-27,39,48,58,68,16,66,43,1,3,2,6,2
5892,2013-04-10,11,158,6,45,8,2,2,7,3,2,5,7
2612,2013-12-24,33,754,160,625,63,32,48,1,7,5,12,3
4971,2012-12-06,22,108,1,28,13,1,4,2,3,1,4,8
5185,2013-02-14,83,199,66,315,97,174,41,1,4,3,5,2
10069,2012-08-31,43,2,7,5,2,15,27,1,2,0,2,9
2262,2013-08-26,74,202,5,74,11,5,14,3,6,1,5,7
1131,2014-04-05,54,85,0,3,0,0,7,1,2,0,4,3
1041,2012-10-18,3,322,3,50,4,3,42,5,7,1,6,8
24,2014-02-15,96,18,2,19,0,2,6,5,3,0,4,7
3409,2013-10-15,68,141,8,129,3,11,47,3,7,1,4,9
7022,2012-09-28,2,739,107,309,140,80,35,1,2,5,13,6
7943,2014-04-25,40,18,0,6,3,3,5,1,1,1,3,2
5272,2013-06-27,64,378,0,88,19,4,73,4,8,5,3,7
5453,2012-09-26,26,1083,108,649,253,151,108,1,4,7,12,2
2565,2013-06-01,69,1016,12,215,16,12,63,1,4,5,10,3
800,2013-08-30,57,23,1,6,0,0,2,2,1,0,3,4
11092,2014-03-02,78,12,1,21,2,2,3,2,2,0,3,7
5062,2013-07-27,71,35,0,4,0,0,0,1,2,0,2,8
8969,2013-01-16,59,548,31,422,0,112,28,4,5,5,11,3
4656,2013-03-30,28,342,32,230,34,32,40,5,10,5,4,9
4480,2014-03-09,61,365,3,15,4,3,11,5,7,2,5,6
9971,2014-04-11,22,397,19,69,12,0,9,1,4,4,8,2
6729,2012-08-10,95,456,19,832,75,118,38,1,4,5,11,3
1773,2012-12-04,38,5,6,15,11,7,13,1,2,0,3,9
9242,2013-08-17,19,836,185,575,24,25,77,1,6,3,9,4
1764,2013-08-09,92,100,2,128,23,7,10,4,5,1,5,8
6215,2013-12-29,24,10,0,10,3,1,7,2,1,1,2,8
10099,2013-10-05,21,238,115,215,169,69,76,3,5,3,13,4
5423,2013-10-27,35,6,0,5,2,1,2,1,1,0,2,7
940,2014-05-18,9,158,11,99,15,11,17,2,3,2,7,3
3011,2014-01-27,23,86,12,75,33,15,6,1,4,1,5,4
3298,2012-11-08,92,856,0,76,12,9,199,7,9,6,9,8
8286,2013-08-20,55,98,1,17,0,1,5,1,3,0,4,7
9668,2013-01-12,14,4,16,20,0,17,20,3,2,0,4,8
5120,2012-09-25,78,398,96,447,220,96,32,1,5,7,6,3
6097,2013-01-16,64,313,8,104,6,4,126,9,8,1,6,9
7019,2013-01-23,49,109,18,16,24,26,18,4,3,1,5,4
7408,2014-03-03,8,216,2,6,0,0,9,2,5,1,4,7
8041,2012-09-08,35,595,71,153,120,112,41,6,3,2,10,9
252,2013-03-17,11,123,133,142,71,44,88,1,6,2,8,6
9986,2014-02-22,8,16,0,23,3,2,10,3,4,1,2,7
3276,2013-10-25,53,11,12,35,3,5,12,1,3,0,3,7
